IndivID,Name,Source,gwasID,Block,position_X,position_Y,edge,InitLeafLen,Bolting,Score
922,Rak-2,CS1485,8365,5,25,3,0,11,1,0
923,Mt-0,CS22642,6939,5,25,5,0,24,1,1
924,NC-6,CS77124,8246,5,25,7,0,16,0,1
925,Nok-3,CS22643,6945,5,25,9,0,39,0,2
926,Lov-1,CS77049,6043,5,26,2,0,18,0,1
927,Ws-0,CS22623,6980,5,26,4,0,20,0,1
928,Pa-1,CS1439,8353,5,26,6,0,17,1,2
929,Uk-3,CS1577,10022,5,26,8,0,15,0,1
930,Spr1-6,CS22583,6965,5,26,10,1,39,0,1
931,Uod-7,CS22613,6976,5,27,1,1,25,0,1
932,Bs-1,CS997,8270,5,27,3,0,22,1,2
933,Lund,CS77060,8335,5,27,5,0,8,0,0
934,H55,CS923,7461,5,27,7,0,25,1,1
935,Nd-1,CS22619,6942,5,27,9,0,27,1,2
936,Sav-0,CS1515,8412,5,28,2,0,15,1,1
937,RRS-10,CS22565,7515,5,28,4,0,26,0,3
938,Fei-0,CS22645,8215,5,28,6,0,24,0,0
939,N13,CS22491,7438,5,28,8,0,24,0,1
940,Pna-17,CS22570,7523,5,28,10,1,23,0,2
941,Tamm-2,CS22604,6968,5,29,1,1,25,0,2
942,Kelsterbach-4,CS6041,8420,5,29,3,0,22,0,1
943,Dra3-1,CS76811,8283,5,29,5,0,27,0,3
944,HR-5,CS22596,6924,5,29,7,0,4,0,1
945,Fab-2,CS22576,6917,5,29,9,0,21,0,0
946,Pna-10,CS22571,7526,5,30,2,0,21,0,2
947,San-2,CS77233,8247,5,30,4,0,15,0,1
948,DraII-1,CS76813,8284,5,30,6,0,24,0,1
949,HSm,CS76941,8236,5,30,8,0,15,0,2
950,Bor-4,CS22591,6903,5,30,10,1,20,0,1
951,Gr-1,CS1199,8300,5,31,1,1,33,0,1
952,Ms-0,CS22655,6938,5,31,3,0,25,0,1
953,Is-0,CS1241,8312,5,31,5,0,3,0,1
954,Ta-0,CS1549,8389,5,31,7,0,23,1,1
955,St-0,CS1535,8387,5,31,9,0,24,0,2
956,Col-0,CS22625,6909,5,32,2,0,21,0,3
957,Ler(gl1-1),CS64,1,5,32,4,0,22,0,1
958,Algutsrum,CS76657,8230,5,32,6,0,18,0,1
959,Cvi-0,CS22614,6911,5,32,8,0,28,1,2
960,Lisse,CS6033,8430,5,32,10,1,29,0,0
961,Zdr-1,CS22588,6984,5,33,1,1,15,1,1
962,Hi-0,CS1227,8304,5,33,3,0,2,0,1
963,Tsu-1,CS22641,6972,5,33,5,0,20,0,3
964,Pro-0,CS22649,8213,5,33,7,0,25,1,2
965,Got-22,CS22609,6920,5,33,9,0,36,0,1
966,Vimmerby,CS78845,8249,5,34,2,0,15,0,1
967,Nw-0,CS1409,7258,5,34,4,0,26,1,1
968,Mrk-0,CS22635,6937,5,34,6,0,19,0,1
969,Pla-0,CS1459,7300,5,34,8,0,25,0,2
970,Ag-0,CS22630,6897,5,34,10,1,24,0,1
971,Hov4-1,CS76936,8306,5,35,1,1,10,0,1
972,En-1,CS76841,8290,5,35,3,0,25,1,1
973,Wil-1,CS1595,8419,5,35,5,0,24,1,1
974,Gd-1,CS1185,8296,5,35,7,0,27,0,1
975,Lip-0,CS1337,8325,5,35,9,0,34,1,1
976,Hovdala-2,CS76937,6039,5,36,2,0,15,0,1
977,PHW-34,CS6034,8244,5,36,4,0,17,0,0
978,Dem-4,CS76794,8233,5,36,6,0,35,0,0
979,Lis-2,CS77043,8222,5,36,8,0,34,0,1
980,Sap-0,CS1507,8378,5,36,10,1,33,1,2
981,Ren-11,CS22611,6960,5,37,1,1,31,1,2
982,Zu-0,CS78880,7417,5,37,3,0,33,0,1
983,Eds-1,CS76834,6016,5,37,5,0,18,0,1
984,Ts-1,CS22647,6970,5,37,7,0,28,1,2
985,Mz-0,CS22636,6940,5,37,9,0,25,0,1
986,Shahdara,CS22652,6962,5,38,2,0,19,1,1
987,Est-1,CS22629,6916,5,38,4,0,24,0,2
988,Ler-1,CS22618,6932,5,38,6,0,19,0,1
989,Sq-1,CS22600,6966,5,38,8,0,22,0,2
990,Rubezhnoe-1,CS927,7323,5,38,10,1,33,0,1
991,Ei-2,CS22616,6915,5,39,1,1,17,0,0
992,Or-1,CS77150,6074,5,39,3,0,29,0,1
993,Se-0,CS22646,6961,5,39,5,0,27,0,1
994,Petergof,CS926,7296,5,39,7,0,26,0,1
995,Kz-13,CS22445,6830,5,39,9,0,30,1,2
996,Bil-7,CS22579,6901,5,40,2,1,17,0,0
997,Kin-0,CS22654,6926,5,40,4,1,12,0,1
998,Na-1,CS1385,8343,5,40,6,1,32,0,1
999,Ct-1,CS22639,6910,5,40,8,1,23,1,1
1000,Vinslov,CS78847,9057,5,40,10,1,21,0,3
1001,Mt-0,CS22642,6939,6,1,1,1,34,1,1
1002,RRS-7,CS22564,7514,6,1,3,1,31,0,2
1003,Bor-4,CS22591,6903,6,1,5,1,28,1,1
1004,Bro1-6,CS76726,8231,6,1,7,1,29,0,1
1005,Tamm-27,CS22605,6969,6,1,9,1,27,0,2
1006,Kent,CS76967,8238,6,2,2,0,28,1,0
1007,Ws-2,CS22659,6981,6,2,4,0,23,1,0
1008,Oy-0,CS22658,6946,6,2,6,0,31,1,1
1009,Hov4-1,CS76936,8306,6,2,8,0,13,0,2
1010,Kyoto,CS76535,7207,6,2,10,1,25,0,0
1011,Got-22,CS22609,6920,6,3,1,1,22,0,1
1012,Ove-0,CS1435,7287,6,3,3,0,8,0,0
1013,Petergof,CS926,7296,6,3,5,0,26,0,2
1014,Seattle-0,CS6187,8245,6,3,7,0,24,1,0
1015,Kn-0,CS6762,7186,6,3,9,0,26,1,1
1016,Bil-7,CS22579,6901,6,4,2,0,16,0,0
1017,Br-0,CS22628,6904,6,4,4,0,24,0,1
1018,Spr1-2,CS22582,6964,6,4,6,0,22,0,2
1019,Or-1,CS77150,6074,6,4,8,0,37,0,2
1020,Vastervik,CS78834,9058,6,4,10,1,25,0,1
1021,Lis-2,CS77043,8222,6,5,1,1,35,0,4
1022,Algutsrum,CS76657,8230,6,5,3,0,19,0,2
1023,Tsu-0,CS6874,7373,6,5,5,0,24,0,1
1024,Ull2-5,CS22586,6974,6,5,7,0,23,0,3
1025,Ka-0,CS1267,8314,6,5,9,0,22,1,1
1026,Santa_Clara,CS8069,7329,6,6,2,0,19,1,1
1027,Spr1-6,CS22583,6965,6,6,4,0,14,0,2
1028,Nd-1,CS22619,6942,6,6,6,0,32,1,1
1029,Lisse,CS6033,8430,6,6,8,0,33,0,3
1030,Ost-0,CS1431,8351,6,6,10,1,29,0,1
1031,En-1,CS76841,8290,6,7,1,1,24,1,1
1032,Got-7,CS22608,6921,6,7,3,0,54,0,2
1033,Kondara,CS22651,6929,6,7,5,0,23,0,1
1034,Pu2-23,CS22593,6951,6,7,7,0,17,0,1
1035,Wu-0,CS6897,7415,6,7,9,0,13,1,1
1036,Ak-1,CS939,6987,6,8,2,0,15,1,2
1037,Lund,CS77060,8335,6,8,4,0,9,0,1
1038,Mr-0,CS22640,7522,6,8,6,0,19,0,1
1039,Pla-0,CS1459,7300,6,8,8,0,29,1,1
1040,Lillo-1,CS77039,8242,6,8,10,1,40,0,1
1041,Var2-6,CS22581,7517,6,9,1,1,16,0,3
1042,Sav-0,CS1515,8412,6,9,3,0,24,1,0
1043,Pna-17,CS22570,7523,6,9,5,0,22,0,1
1044,Fei-0,CS22645,8215,6,9,7,0,21,0,0
1045,Nok-3,CS22643,6945,6,9,9,0,32,0,3
1046,Sorbo,CS22653,6963,6,10,2,0,27,1,0
1047,HSm,CS76941,8236,6,10,4,0,12,0,1
1048,DraII-1,CS76813,8284,6,10,6,0,25,1,0
1049,Lu-1,CS1353,8334,6,10,8,0,26,0,1
1050,Lp2-6,CS22595,7521,6,10,10,1,22,0,3
1051,Gul1-2,CS76896,8234,6,11,1,1,37,0,3
1052,Mir-0,CS1379,8337,6,11,3,0,15,0,1
1053,Zdr-6,CS22589,6985,6,11,5,0,20,0,1
1054,Wei-0,CS22622,6979,6,11,7,0,30,1,1
1055,HR-10,CS22597,6923,6,11,9,0,8,1,1
1056,Gd-1,CS1185,8296,6,12,2,0,25,1,1
1057,Bor-1,CS22590,5837,6,12,4,0,21,0,1
1058,Uod-7,CS22613,6976,6,12,6,0,20,0,1
1059,Gy-0,CS22631,8214,6,12,8,0,24,0,2
1060,Lp2-2,CS22594,7520,6,12,10,1,13,0,1
1061,Lm-2,CS1345,8329,6,13,1,1,32,1,0
1062,NFA-10,CS22599,6943,6,13,3,0,26,1,1
1063,Stw-0,CS1539,8388,6,13,5,0,40,1,1
1064,Bla-1,CS971,7015,6,13,7,0,30,1,1
1065,Lz-0,CS22615,6936,6,13,9,0,35,0,2
1066,Tu-0,CS1567,8395,6,14,2,0,30,0,1
1067,Bg-2,CS22342,6709,6,14,4,0,21,0,0
1068,Bu-0,CS1007,8271,6,14,6,0,24,0,1
1069,Ler-1,CS22618,6932,6,14,8,0,20,1,1
1070,Wil-2,CS6889,7413,6,14,10,1,24,1,2
1071,Kin-0,CS22654,6926,6,15,1,1,3,0,1
1072,Kz-1,CS22606,6930,6,15,3,0,14,1,2
1073,PHW-2,CS6002,8243,6,15,5,0,24,0,1
1074,Vimmerby,CS78845,8249,6,15,7,0,20,0,1
1075,Ts-5,CS22648,6971,6,15,9,0,30,0,0
1076,Ull1-1,CS78816,8426,6,16,2,0,25,1,2
1077,Fab-4,CS22577,6918,6,16,4,0,25,0,1
1078,Lis-1,CS77042,8326,6,16,6,0,32,0,0
1079,Tottarp-2,CS77381,6243,6,16,8,0,25,0,1
1080,Ct-1,CS22639,6910,6,16,10,1,31,1,1
1081,Col-0,CS22625,6909,6,17,1,1,23,0,1
1082,Ren-11,CS22611,6960,6,17,3,0,28,1,0
1083,Pi-0,CS1455,7298,6,17,5,0,31,1,1
1084,Ren-1,CS22610,6959,6,17,7,0,32,1,1
1085,Bur-0,CS22656,5719,6,17,9,0,29,0,1
1086,Wa-1,CS22644,6978,6,18,2,0,25,1,1
1087,Jm-0,CS1259,8313,6,18,4,0,23,1,2
1088,Var2-1,CS22580,7516,6,18,6,0,32,0,2
1089,San-2,CS77233,8247,6,18,8,0,24,0,1
1090,In-0,CS1239,8311,6,18,10,1,32,0,1
1091,Ge-0,CS1187,8297,6,19,1,1,35,0,2
1092,Rd-0,CS1483,8366,6,19,3,0,24,0,1
1093,Pa-1,CS1439,8353,6,19,5,0,34,1,1
1094,Hovdala-2,CS76937,6039,6,19,7,0,21,0,1
1095,Buckhorn_Pass,CS8067,7033,6,19,9,0,27,0,2
1096,PHW-34,CS6034,8244,6,20,2,0,20,0,2
1097,Kas-2,CS6751,8424,6,20,4,0,32,0,2
1098,Ws-0,CS22623,6980,6,20,6,0,23,0,1
1099,Lom1-1,CS77048,6042,6,20,8,0,18,1,1
1100,NFA-8,CS22598,6944,6,20,10,1,30,1,2
1101,Gr-1,CS1199,8300,6,21,1,1,25,1,1
1102,An-1,CS22626,6898,6,21,3,0,31,1,1
1103,Bs-1,CS997,8270,6,21,5,0,25,1,0
1104,Rsch-4,CS1494,8374,6,21,7,0,9,0,2
1105,Wt-5,CS22637,6982,6,21,9,0,25,0,0
1106,Tamm-2,CS22604,6968,6,22,2,0,24,0,2
1107,Sap-0,CS1507,8378,6,22,4,0,32,1,1
1108,Tsu-1,CS22641,6972,6,22,6,0,31,1,1
1109,Dra3-1,CS76811,8283,6,22,8,0,35,0,1
1110,Ba1-2,CS76676,8256,6,22,10,1,23,0,2
1111,Pu2-7,CS22592,6956,6,23,1,1,22,0,2
1112,Ts-1,CS22647,6970,6,23,3,0,36,1,1
1113,Sanna-2,CS77234,8376,6,23,5,0,29,0,3
1114,LL-0,CS22650,6933,6,23,7,0,31,1,2
1115,Fab-2,CS22576,6917,6,23,9,0,23,0,0
1116,Mrk-0,CS22635,6937,6,24,2,0,28,0,2
1117,Kno-10,CS22566,6927,6,24,4,0,19,0,2
1118,NC-6,CS77124,8246,6,24,6,0,29,0,1
1119,Is-0,CS1241,8312,6,24,8,0,20,0,2
1120,Duk,CS76824,6008,6,24,10,1,30,1,1
1121,Gu-0,CS22617,6922,6,25,1,1,38,0,0
1122,Hod,CS76924,8235,6,25,3,0,16,0,1
1123,Rmx-A180,CS22569,7525,6,25,5,0,30,0,3
1124,Est-1,CS22629,6916,6,25,7,0,24,0,0
1125,Uk-3,CS1577,10022,6,25,9,0,23,0,1
1126,Kavlinge-1,CS76964,8237,6,26,2,0,23,0,2
1127,Per-1,CS1445,8354,6,26,4,0,17,0,1
1128,Ms-0,CS22655,6938,6,26,6,0,18,0,1
1129,Ler(gl1-1),CS64,1,6,26,8,0,20,0,1
1130,H55,CS923,7461,6,26,10,1,32,0,1
1131,Yo-0,CS22624,6983,6,27,1,1,30,0,3
1132,Ei-2,CS22616,6915,6,27,3,0,32,0,3
1133,Vinslov,CS78847,9057,6,27,5,0,22,0,1
1134,Ba4-1,CS76677,8258,6,27,7,0,32,0,1
1135,Hs-0,CS1237,8310,6,27,9,0,30,1,1
1136,Li-2:1,CS6772,7223,6,28,2,0,18,0,2
1137,Lc-0,CS1307,8323,6,28,4,0,12,1,1
1138,Kz-13,CS22445,6830,6,28,6,0,23,1,1
1139,Hi-0,CS1227,8304,6,28,8,0,27,1,2
1140,Bil-5,CS22578,6900,6,28,10,1,19,0,2
1141,Uod-1,CS22612,6975,6,29,1,1,23,0,2
1142,Mz-0,CS22636,6940,6,29,3,0,20,0,3
1143,CIBC-17,CS22603,6907,6,29,5,0,10,0,1
1144,Rmx-A02,CS22568,7524,6,29,7,0,31,0,1
1145,Er-0,CS1143,7125,6,29,9,0,25,0,3
1146,Ga-0,CS22634,6919,6,30,2,0,23,0,1
1147,Sq-8,CS22601,6967,6,30,4,0,29,1,1
1148,Cvi-0,CS22614,6911,6,30,6,0,32,1,1
1149,Wil-1,CS1595,8419,6,30,8,0,30,1,1
1150,Ang-0,CS949,6992,6,30,10,1,34,0,2
1151,Ba5-1,CS76678,8259,6,31,1,1,24,0,2
1152,Pro-0,CS22649,8213,6,31,3,0,30,1,1
1153,Dem-4,CS76794,8233,6,31,5,0,29,0,0
1154,Eden-2,CS22573,6913,6,31,7,0,30,0,1
1155,Rev-1,CS77214,8369,6,31,9,0,20,0,1
1156,Sq-1,CS22600,6966,6,32,2,0,24,0,1
1157,RRS-10,CS22565,7515,6,32,4,0,36,0,1
1158,Lov-1,CS77049,6043,6,32,6,0,19,0,0
1159,Rak-2,CS1485,8365,6,32,8,0,29,1,1
1160,No-0,CS6805,7275,6,32,10,1,27,1,2
1161,Can-0,CS1065,8274,6,33,1,1,35,0,2
1162,Ta-0,CS1549,8389,6,33,3,0,34,1,1
1163,Alc-0,CS1656,6988,6,33,5,0,33,0,1
1164,Kz-9,CS22607,6931,6,33,7,0,23,1,1
1165,Rubezhnoe-1,CS927,7323,6,33,9,0,30,1,1
1166,Eds-1,CS76834,6016,6,34,2,0,20,0,1
1167,Kelsterbach-4,CS6041,8420,6,34,4,0,24,1,1
1168,Sr:5,CS77268,8386,6,34,6,0,30,1,1
1169,Lip-0,CS1337,8325,6,34,8,0,44,1,0
1170,St-0,CS1535,8387,6,34,10,1,13,0,1
1171,Col-0,CS22625,6909,6,35,1,1,29,1,1
1172,N13,CS22491,7438,6,35,3,0,24,0,1
1173,Col(gl1-2),CS3126,2,6,35,5,0,25,0,2
1174,Pu2-8,CS22449,6953,6,35,7,0,20,0,1
1175,Edi-0,CS22657,6914,6,35,9,0,26,0,2
1176,Zu-0,CS78880,7417,6,36,2,0,37,0,2
1177,Ra-0,CS22632,6958,6,36,4,0,27,0,3
1178,Koln,CS76976,8239,6,36,6,0,27,0,1
1179,Pna-10,CS22571,7526,6,36,8,0,20,0,3
1180,HR-5,CS22596,6924,6,36,10,1,8,0,0
1181,Liarum,CS77038,8241,6,37,1,1,24,0,4
1182,Nw-0,CS1409,7258,6,37,3,0,16,0,0
1183,Sf-1,CS6855,7327,6,37,5,0,32,1,1
1184,Ag-0,CS22630,6897,6,37,7,0,30,0,1
1185,Na-1,CS1385,8343,6,37,9,0,23,0,1
1186,Se-0,CS22646,6961,6,38,2,0,30,0,2
1187,Van-0,CS22627,6977,6,38,4,0,29,0,0
1188,Lov-5,CS77050,6046,6,38,6,0,13,0,1
1189,Zdr-1,CS22588,6984,6,38,8,0,24,1,0
1190,Co,CS3180,7081,6,38,10,1,30,1,1
1191,DraIII-1,CS76815,8285,6,39,1,1,25,0,3
1192,Eden-1,CS22572,6009,6,39,3,0,26,0,0
1193,Kno-18,CS22567,6928,6,39,5,0,25,0,2
1194,Shahdara,CS22652,6962,6,39,7,0,10,1,0
1195,Fr-2,CS1169,7133,6,39,9,0,29,1,1
1196,Cen-0,CS1067,8275,6,40,2,1,32,0,1
1197,Zu-1,CS78881,7418,6,40,4,1,31,1,1
1198,Bay-0,CS22633,6899,6,40,6,1,26,1,1
1199,C24,CS22620,6906,6,40,8,1,23,1,1
1200,Kni-1,CS76970,6040,6,40,10,1,3,0,0
1201,Rubezhnoe-1,CS927,7323,7,1,1,1,32,1,1
1202,NC-6,CS77124,8246,7,1,3,1,35,0,2
1203,Ta-0,CS1549,8389,7,1,5,1,29,0,3
1204,Pi-0,CS1455,7298,7,1,7,1,32,0,1
1205,Ba5-1,CS76678,8259,7,1,9,1,21,0,2
1206,Kavlinge-1,CS76964,8237,7,2,2,0,24,0,1
1207,Rak-2,CS1485,8365,7,2,4,0,23,1,0
1208,Koln,CS76976,8239,7,2,6,0,30,0,1
1209,Fab-2,CS22576,6917,7,2,8,0,27,0,0
1210,Shahdara,CS22652,6962,7,2,10,1,24,1,2
1211,Hovdala-2,CS76937,6039,7,3,1,1,22,0,1
1212,Lund,CS77060,8335,7,3,3,0,15,0,3
1213,RRS-7,CS22564,7514,7,3,5,0,31,0,1
1214,Wa-1,CS22644,6978,7,3,7,0,17,0,1
1215,Rd-0,CS1483,8366,7,3,9,0,28,0,3
1216,Spr1-6,CS22583,6965,7,4,2,0,38,0,2
1217,C24,CS22620,6906,7,4,4,0,23,1,1
1218,Ms-0,CS22655,6938,7,4,6,0,34,0,2
1219,DraII-1,CS76813,8284,7,4,8,0,37,0,1
1220,Mt-0,CS22642,6939,7,4,10,1,33,1,1
1221,Wil-2,CS6889,7413,7,5,1,1,27,1,2
1222,Gu-0,CS22617,6922,7,5,3,0,34,0,3
1223,Kno-18,CS22567,6928,7,5,5,0,19,0,0
1224,Na-1,CS1385,8343,7,5,7,0,39,1,2
1225,Kni-1,CS76970,6040,7,5,9,0,10,0,2
1226,Wil-1,CS1595,8419,7,6,2,0,27,1,1
1227,RRS-10,CS22565,7515,7,6,4,0,31,0,0
1228,Santa_Clara,CS8069,7329,7,6,6,0,25,0,3
1229,DraIII-1,CS76815,8285,7,6,8,0,33,0,1
1230,Kondara,CS22651,6929,7,6,10,1,26,0,1
1231,Kelsterbach-4,CS6041,8420,7,7,1,1,21,0,3
1232,Ang-0,CS949,6992,7,7,3,0,36,1,2
1233,Bs-1,CS997,8270,7,7,5,0,30,1,2
1234,Hs-0,CS1237,8310,7,7,7,0,27,1,1
1235,Col-0,CS22625,6909,7,7,9,0,25,1,1
1236,Lis-1,CS77042,8326,7,8,2,0,32,0,3
1237,Dra3-1,CS76811,8283,7,8,4,0,35,0,2
1238,Lu-1,CS1353,8334,7,8,6,0,30,0,2
1239,Mz-0,CS22636,6940,7,8,8,0,31,0,1
1240,Bil-7,CS22579,6901,7,8,10,1,19,0,1
1241,PHW-2,CS6002,8243,7,9,1,1,25,0,4
1242,Ler(gl1-1),CS64,1,7,9,3,0,18,0,2
1243,Eds-1,CS76834,6016,7,9,5,0,34,0,1
1244,Pu2-7,CS22592,6956,7,9,7,0,21,0,2
1245,Lov-5,CS77050,6046,7,9,9,0,20,0,4
1246,Lom1-1,CS77048,6042,7,10,2,0,33,1,1
1247,Petergof,CS926,7296,7,10,4,0,31,0,0
1248,Br-0,CS22628,6904,7,10,6,0,27,0,2
1249,Fei-0,CS22645,8215,7,10,8,0,24,1,1
1250,Vinslov,CS78847,9057,7,10,10,1,24,0,4
1251,Ts-1,CS22647,6970,7,11,1,1,24,1,1
1252,Tsu-0,CS6874,7373,7,11,3,0,18,0,3
1253,Pro-0,CS22649,8213,7,11,5,0,25,1,1
1254,Ag-0,CS22630,6897,7,11,7,0,31,0,1
1255,HR-5,CS22596,6924,7,11,9,0,21,0,2
1256,Nd-1,CS22619,6942,7,12,2,0,43,1,2
1257,Col-0,CS22625,6909,7,12,4,0,32,0,3
1258,Ws-0,CS22623,6980,7,12,6,0,26,0,4
1259,Bil-5,CS22578,6900,7,12,8,0,20,0,2
1260,Kin-0,CS22654,6926,7,12,10,1,30,0,2
1261,San-2,CS77233,8247,7,13,1,1,23,0,3
1262,Kent,CS76967,8238,7,13,3,0,24,0,2
1263,Rev-1,CS77214,8369,7,13,5,0,28,0,0
1264,Fab-4,CS22577,6918,7,13,7,0,25,0,2
1265,Ler-1,CS22618,6932,7,13,9,0,17,0,1
1266,Dem-4,CS76794,8233,7,14,2,0,47,0,2
1267,Vimmerby,CS78845,8249,7,14,4,0,25,0,0
1268,Edi-0,CS22657,6914,7,14,6,0,34,0,4
1269,Zdr-1,CS22588,6984,7,14,8,0,23,1,1
1270,Kno-10,CS22566,6927,7,14,10,1,26,0,1
1271,Hov4-1,CS76936,8306,7,15,1,1,18,0,4
1272,Sq-8,CS22601,6967,7,15,3,0,25,1,1
1273,Lip-0,CS1337,8325,7,15,5,0,34,1,2
1274,Ws-2,CS22659,6981,7,15,7,0,23,1,1
1275,Uod-1,CS22612,6975,7,15,9,0,27,0,2
1276,Se-0,CS22646,6961,7,16,2,0,34,0,3
1277,Ra-0,CS22632,6958,7,16,4,0,31,1,2
1278,Ost-0,CS1431,8351,7,16,6,0,35,0,1
1279,Cen-0,CS1067,8275,7,16,8,0,30,0,2
1280,Nok-3,CS22643,6945,7,16,10,1,37,0,2
1281,Lz-0,CS22615,6936,7,17,1,1,30,0,1
1282,Yo-0,CS22624,6983,7,17,3,0,31,0,2
1283,Got-22,CS22609,6920,7,17,5,0,35,0,2
1284,Ren-11,CS22611,6960,7,17,7,0,33,1,1
1285,Rmx-A02,CS22568,7524,7,17,9,0,34,0,1
1286,Cvi-0,CS22614,6911,7,18,2,0,38,1,2
1287,HSm,CS76941,8236,7,18,4,0,23,0,1
1288,Ei-2,CS22616,6915,7,18,6,0,21,0,2
1289,Tottarp-2,CS77381,6243,7,18,8,0,24,1,2
1290,NFA-10,CS22599,6943,7,18,10,1,41,1,1
1291,Or-1,CS77150,6074,7,19,1,1,37,0,1
1292,Ba1-2,CS76676,8256,7,19,3,0,30,0,1
1293,Bu-0,CS1007,8271,7,19,5,0,17,0,1
1294,LL-0,CS22650,6933,7,19,7,0,34,0,1
1295,Ka-0,CS1267,8314,7,19,9,0,18,1,1
1296,Ct-1,CS22639,6910,7,20,2,0,26,1,2
1297,Ren-1,CS22610,6959,7,20,4,0,27,0,1
1298,Mir-0,CS1379,8337,7,20,6,0,15,0,2
1299,Sorbo,CS22653,6963,7,20,8,0,40,1,2
1300,Ull1-1,CS78816,8426,7,20,10,1,31,1,1
1301,Pu2-8,CS22449,6953,7,21,1,1,27,0,1
1302,No-0,CS6805,7275,7,21,3,0,34,0,2
1303,Buckhorn_Pass,CS8067,7033,7,21,5,0,25,0,2
1304,Sav-0,CS1515,8412,7,21,7,0,31,1,1
1305,Oy-0,CS22658,6946,7,21,9,0,32,0,0
1306,Hod,CS76924,8235,7,22,2,0,21,0,2
1307,Kas-2,CS6751,8424,7,22,4,0,47,0,2
1308,PHW-34,CS6034,8244,7,22,6,0,22,0,1
1309,Pna-10,CS22571,7526,7,22,8,0,31,0,1
1310,Alc-0,CS1656,6988,7,22,10,1,41,0,3
1311,Seattle-0,CS6187,8245,7,23,1,1,22,0,1
1312,Gy-0,CS22631,8214,7,23,3,0,34,0,1
1313,Tu-0,CS1567,8395,7,23,5,0,35,0,0
1314,Ove-0,CS1435,7287,7,23,7,0,28,1,2
1315,Bay-0,CS22633,6899,7,23,9,0,18,0,1
1316,Tamm-2,CS22604,6968,7,24,2,0,30,0,2
1317,Can-0,CS1065,8274,7,24,4,0,31,0,2
1318,Rsch-4,CS1494,8374,7,24,6,0,30,1,1
1319,Got-7,CS22608,6921,7,24,8,0,43,0,2
1320,Lm-2,CS1345,8329,7,24,10,1,35,0,2
1321,Gd-1,CS1185,8296,7,25,1,1,34,1,1
1322,Tsu-1,CS22641,6972,7,25,3,0,30,1,1
1323,Kz-1,CS22606,6930,7,25,5,0,28,1,1
1324,Mrk-0,CS22635,6937,7,25,7,0,30,0,1
1325,Ull2-5,CS22586,6974,7,25,9,0,25,0,3
1326,Kn-0,CS6762,7186,7,26,2,0,29,1,1
1327,Bor-1,CS22590,5837,7,26,4,0,27,0,1
1328,HR-10,CS22597,6923,7,26,6,0,20,1,1
1329,Mr-0,CS22640,7522,7,26,8,0,20,0,2
1330,Hi-0,CS1227,8304,7,26,10,1,25,0,1
1331,Sanna-2,CS77234,8376,7,27,1,1,25,0,1
1332,Ts-5,CS22648,6971,7,27,3,0,32,0,2
1333,Zu-0,CS78880,7417,7,27,5,0,27,0,1
1334,Bla-1,CS971,7015,7,27,7,0,28,1,1
1335,Liarum,CS77038,8241,7,27,9,0,21,0,3
1336,Jm-0,CS1259,8313,7,28,2,0,23,1,2
1337,St-0,CS1535,8387,7,28,4,0,45,1,1
1338,In-0,CS1239,8311,7,28,6,0,39,1,1
1339,Bro1-6,CS76726,8231,7,28,8,0,30,0,2
1340,Sap-0,CS1507,8378,7,28,10,1,30,1,2
1341,Algutsrum,CS76657,8230,7,29,1,1,30,0,3
1342,CIBC-17,CS22603,6907,7,29,3,0,22,0,1
1343,Li-2:1,CS6772,7223,7,29,5,0,20,0,1
1344,Wu-0,CS6897,7415,7,29,7,0,19,0,1
1345,Fr-2,CS1169,7133,7,29,9,0,34,1,1
1346,Kz-9,CS22607,6931,7,30,2,0,29,1,1
1347,Lc-0,CS1307,8323,7,30,4,0,28,1,1
1348,Er-0,CS1143,7125,7,30,6,0,24,0,1
1349,Gr-1,CS1199,8300,7,30,8,0,29,0,2
1350,Zu-1,CS78881,7418,7,30,10,1,30,1,0
1351,Is-0,CS1241,8312,7,31,1,1,34,0,1
1352,Pna-17,CS22570,7523,7,31,3,0,20,0,2
1353,Wt-5,CS22637,6982,7,31,5,0,29,0,2
1354,Pa-1,CS1439,8353,7,31,7,0,39,1,2
1355,Bor-4,CS22591,6903,7,31,9,0,25,0,1
1356,Nw-0,CS1409,7258,7,32,2,0,39,0,2
1357,Ba4-1,CS76677,8258,7,32,4,0,29,0,2
1358,Eden-1,CS22572,6009,7,32,6,0,34,0,2
1359,Lis-2,CS77043,8222,7,32,8,0,33,0,3
1360,H55,CS923,7461,7,32,10,1,32,0,2
1361,Col(gl1-2),CS3126,2,7,33,1,1,29,0,2
1362,Ge-0,CS1187,8297,7,33,3,0,35,0,1
1363,Sr:5,CS77268,8386,7,33,5,0,28,0,1
1364,Est-1,CS22629,6916,7,33,7,0,24,0,1
1365,Lisse,CS6033,8430,7,33,9,0,29,0,2
1366,Ak-1,CS939,6987,7,34,2,0,33,1,1
1367,Lp2-6,CS22595,7521,7,34,4,0,31,0,0
1368,Tamm-27,CS22605,6969,7,34,6,0,26,0,2
1369,Sq-1,CS22600,6966,7,34,8,0,33,1,0
1370,Rmx-A180,CS22569,7525,7,34,10,1,34,0,1
1371,Zdr-6,CS22589,6985,7,35,1,1,25,1,1
1372,N13,CS22491,7438,7,35,3,0,31,1,1
1373,Kz-13,CS22445,6830,7,35,5,0,25,0,1
